match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"4th Match:St Lucia Zouks v St Kitts and Nevis Patriots at Gros Islet- Jun 24, 2015",St Lucia Zouks won by 7 wickets (with 26 balls remaining),St Kitts and Nevis Patriots 149/6 (20/20 ov); St Lucia Zouks 150/3 (15.4/20 ov),24/06/2015,Gros Islet,4th Match,St Lucia Zouks,St Kitts and Nevis Patriots,St Lucia Zouks,,7,26,St Kitts and Nevis Patriots,149,6,20,20,St Lucia Zouks,150,3,15.4,20,,
"5th Match:Barbados Tridents v Trinidad & Tobago Red Steel at Bridgetown- Jun 25, 2015",Barbados Tridents won by 8 wickets (with 41 balls remaining),Trinidad & Tobago Red Steel 95/9 (20/20 ov); Barbados Tridents 98/2 (13.1/20 ov),25/06/2015,Bridgetown,5th Match,Barbados Tridents,Trinidad & Tobago Red Steel,Barbados Tridents,,8,41,Trinidad & Tobago Red Steel,95,9,20,20,Barbados Tridents,98,2,13.1,20,,
"6th Match:St Lucia Zouks v Guyana Amazon Warriors at Gros Islet- Jun 26, 2015",St Lucia Zouks won by 2 runs (D/L method),St Lucia Zouks 156/6 (18/18 ov); Guyana Amazon Warriors 154/5 (18/18 ov),26/06/2015,Gros Islet,6th Match,St Lucia Zouks,Guyana Amazon Warriors,St Lucia Zouks,2,,,St Lucia Zouks,156,6,18,18,Guyana Amazon Warriors,154,5,18,18,1,
"7th Match:Barbados Tridents v St Kitts and Nevis Patriots at Bridgetown- Jun 27, 2015",St Kitts and Nevis Patriots won by 1 run,St Kitts and Nevis Patriots 143/8 (20/20 ov); Barbados Tridents 142/7 (20/20 ov),27/06/2015,Bridgetown,7th Match,Barbados Tridents,St Kitts and Nevis Patriots,St Kitts and Nevis Patriots,1,,,St Kitts and Nevis Patriots,143,8,20,20,Barbados Tridents,142,7,20,20,,
"8th Match:St Lucia Zouks v Jamaica Tallawahs at Gros Islet- Jun 28, 2015",Jamaica Tallawahs won by 10 wickets (with 60 balls remaining),St Lucia Zouks 118/9 (20/20 ov); Jamaica Tallawahs 121/0 (10/20 ov),28/06/2015,Gros Islet,8th Match,St Lucia Zouks,Jamaica Tallawahs,Jamaica Tallawahs,,10,60,St Lucia Zouks,118,9,20,20,Jamaica Tallawahs,121,0,10,20,,
"9th Match:Jamaica Tallawahs v St Kitts and Nevis Patriots at Basseterre- Jun 30, 2015",Jamaica Tallawahs won by 7 wickets (with 5 balls remaining),St Kitts and Nevis Patriots 160/5 (20/20 ov); Jamaica Tallawahs 164/3 (19.1/20 ov),30/06/2015,Basseterre,9th Match,Jamaica Tallawahs,St Kitts and Nevis Patriots,Jamaica Tallawahs,,7,5,St Kitts and Nevis Patriots,160,5,20,20,Jamaica Tallawahs,164,3,19.1,20,,
"10th Match:St Lucia Zouks v Barbados Tridents at Basseterre- Jul 1, 2015",Barbados Tridents won by 15 runs,Barbados Tridents 148/8 (20/20 ov); St Lucia Zouks 133/9 (20/20 ov),01/07/2015,Basseterre,10th Match,St Lucia Zouks,Barbados Tridents,Barbados Tridents,15,,,Barbados Tridents,148,8,20,20,St Lucia Zouks,133,9,20,20,,
"11th Match:Guyana Amazon Warriors v St Kitts and Nevis Patriots at Basseterre- Jul 3, 2015",Guyana Amazon Warriors won by 7 wickets (with 24 balls remaining),St Kitts and Nevis Patriots 149/9 (20/20 ov); Guyana Amazon Warriors 150/3 (16/20 ov),03/07/2015,Basseterre,11th Match,Guyana Amazon Warriors,St Kitts and Nevis Patriots,Guyana Amazon Warriors,,7,24,St Kitts and Nevis Patriots,149,9,20,20,Guyana Amazon Warriors,150,3,16,20,,
"12th Match:Barbados Tridents v St Lucia Zouks at Basseterre- Jul 3, 2015",St Lucia Zouks won by 30 runs,St Lucia Zouks 202/5 (20/20 ov); Barbados Tridents 172/7 (20/20 ov),03/07/2015,Basseterre,12th Match,Barbados Tridents,St Lucia Zouks,St Lucia Zouks,30,,,St Lucia Zouks,202,5,20,20,Barbados Tridents,172,7,20,20,,
"13th Match:St Kitts and Nevis Patriots v Jamaica Tallawahs at Basseterre- Jul 4, 2015",St Kitts and Nevis Patriots won by 119 runs,St Kitts and Nevis Patriots 199/5 (20/20 ov); Jamaica Tallawahs 80 (16/20 ov),04/07/2015,Basseterre,13th Match,St Kitts and Nevis Patriots,Jamaica Tallawahs,St Kitts and Nevis Patriots,119,,,St Kitts and Nevis Patriots,199,5,20,20,Jamaica Tallawahs,80,10,16,20,,
"14th Match:Trinidad & Tobago Red Steel v Guyana Amazon Warriors at Basseterre- Jul 4, 2015",Trinidad & Tobago Red Steel won by 3 wickets (with 1 ball remaining),Guyana Amazon Warriors 118 (19.4/20 ov); Trinidad & Tobago Red Steel 124/7 (19.5/20 ov),04/07/2015,Basseterre,14th Match,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,,3,1,Guyana Amazon Warriors,118,10,19.4,20,Trinidad & Tobago Red Steel,124,7,19.5,20,,
"15th Match:St Kitts and Nevis Patriots v Barbados Tridents at Basseterre- Jul 6, 2015",St Kitts and Nevis Patriots won by 8 wickets (with 17 balls remaining),Barbados Tridents 135/8 (20/20 ov); St Kitts and Nevis Patriots 139/2 (17.1/20 ov),06/07/2015,Basseterre,15th Match,St Kitts and Nevis Patriots,Barbados Tridents,St Kitts and Nevis Patriots,,8,17,Barbados Tridents,135,8,20,20,St Kitts and Nevis Patriots,139,2,17.1,20,,
"16th Match:Jamaica Tallawahs v St Lucia Zouks at Kingston- Jul 7, 2015",Jamaica Tallawahs won by 9 wickets (with 24 balls remaining),St Lucia Zouks 158/4 (20/20 ov); Jamaica Tallawahs 159/1 (16/20 ov),07/07/2015,Kingston,16th Match,Jamaica Tallawahs,St Lucia Zouks,Jamaica Tallawahs,,9,24,St Lucia Zouks,158,4,20,20,Jamaica Tallawahs,159,1,16,20,,
"17th Match:St Kitts and Nevis Patriots v Guyana Amazon Warriors at Basseterre- Jul 8, 2015",Guyana Amazon Warriors won by 23 runs (D/L method),"St Kitts and Nevis Patriots 158/6 (20/20 ov); Guyana Amazon Warriors 146/2 (16.4/16.4 ov, target: 124)",08/07/2015,Basseterre,17th Match,St Kitts and Nevis Patriots,Guyana Amazon Warriors,Guyana Amazon Warriors,23,,,St Kitts and Nevis Patriots,158,6,20,20,Guyana Amazon Warriors,146,2,16.4,16.4,1,124
"18th Match:Jamaica Tallawahs v Trinidad & Tobago Red Steel at Kingston- Jul 9, 2015",Jamaica Tallawahs won by 50 runs,Jamaica Tallawahs 180/6 (20/20 ov); Trinidad & Tobago Red Steel 130/9 (20/20 ov),09/07/2015,Kingston,18th Match,Jamaica Tallawahs,Trinidad & Tobago Red Steel,Jamaica Tallawahs,50,,,Jamaica Tallawahs,180,6,20,20,Trinidad & Tobago Red Steel,130,9,20,20,,
"19th Match:St Kitts and Nevis Patriots v St Lucia Zouks at Basseterre- Jul 10, 2015",St Kitts and Nevis Patriots won by 26 runs,St Kitts and Nevis Patriots 170/8 (20/20 ov); St Lucia Zouks 144/9 (20/20 ov),10/07/2015,Basseterre,19th Match,St Kitts and Nevis Patriots,St Lucia Zouks,St Kitts and Nevis Patriots,26,,,St Kitts and Nevis Patriots,170,8,20,20,St Lucia Zouks,144,9,20,20,,
"20th Match:St Kitts and Nevis Patriots v Trinidad & Tobago Red Steel at Basseterre- Jul 11, 2015",Trinidad & Tobago Red Steel won by 6 wickets (with 7 balls remaining),St Kitts and Nevis Patriots 146 (20/20 ov); Trinidad & Tobago Red Steel 148/4 (18.5/20 ov),11/07/2015,Basseterre,20th Match,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,Trinidad & Tobago Red Steel,,6,7,St Kitts and Nevis Patriots,146,10,20,20,Trinidad & Tobago Red Steel,148,4,18.5,20,,
"21st Match:Jamaica Tallawahs v Barbados Tridents at Kingston- Jul 11, 2015",Barbados Tridents won by 17 runs,Barbados Tridents 146/7 (20/20 ov); Jamaica Tallawahs 129/7 (20/20 ov),11/07/2015,Kingston,21st Match,Jamaica Tallawahs,Barbados Tridents,Barbados Tridents,17,,,Barbados Tridents,146,7,20,20,Jamaica Tallawahs,129,7,20,20,,
"22nd Match:Jamaica Tallawahs v Guyana Amazon Warriors at Kingston- Jul 12, 2015",Guyana Amazon Warriors won by 84 runs,Guyana Amazon Warriors 179/3 (20/20 ov); Jamaica Tallawahs 95 (15.5/20 ov),12/07/2015,Kingston,22nd Match,Jamaica Tallawahs,Guyana Amazon Warriors,Guyana Amazon Warriors,84,,,Guyana Amazon Warriors,179,3,20,20,Jamaica Tallawahs,95,10,15.5,20,,
"23rd Match:Trinidad & Tobago Red Steel v St Lucia Zouks at Port of Spain- Jul 14, 2015",St Lucia Zouks won by 4 wickets (with 0 balls remaining),Trinidad & Tobago Red Steel 90/4 (9/9 ov); St Lucia Zouks 91/6 (9/9 ov),14/07/2015,Port of Spain,23rd Match,Trinidad & Tobago Red Steel,St Lucia Zouks,St Lucia Zouks,,4,0,Trinidad & Tobago Red Steel,90,4,9,9,St Lucia Zouks,91,6,9,9,,
"24th Match:Guyana Amazon Warriors v Jamaica Tallawahs at Providence- Jul 15, 2015",Match abandoned without a ball bowled,,15/07/2015,Providence,24th Match,Guyana Amazon Warriors,Jamaica Tallawahs,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"25th Match:Trinidad & Tobago Red Steel v Barbados Tridents at Port of Spain- Jul 16, 2015",Trinidad & Tobago Red Steel won by 72 runs,Trinidad & Tobago Red Steel 184/3 (20/20 ov); Barbados Tridents 112 (18.4/20 ov),16/07/2015,Port of Spain,25th Match,Trinidad & Tobago Red Steel,Barbados Tridents,Trinidad & Tobago Red Steel,72,,,Trinidad & Tobago Red Steel,184,3,20,20,Barbados Tridents,112,10,18.4,20,,
"26th Match:Guyana Amazon Warriors v St Lucia Zouks at Providence- Jul 17, 2015",Guyana Amazon Warriors won by 3 wickets (with 12 balls remaining),St Lucia Zouks 111/7 (20/20 ov); Guyana Amazon Warriors 112/7 (18/20 ov),17/07/2015,Providence,26th Match,Guyana Amazon Warriors,St Lucia Zouks,Guyana Amazon Warriors,,3,12,St Lucia Zouks,111,7,20,20,Guyana Amazon Warriors,112,7,18,20,,
"27th Match:Trinidad & Tobago Red Steel v St Kitts and Nevis Patriots at Port of Spain- Jul 18, 2015",Trinidad & Tobago Red Steel won by 18 runs (D/L method),"Trinidad & Tobago Red Steel 134/5 (14/14 ov); St Kitts and Nevis Patriots 123/7 (14/14 ov, target: 142)",18/07/2015,Port of Spain,27th Match,Trinidad & Tobago Red Steel,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,18,,,Trinidad & Tobago Red Steel,134,5,14,14,St Kitts and Nevis Patriots,123,7,14,14,1,142
"28th Match:Guyana Amazon Warriors v Barbados Tridents at Providence- Jul 18, 2015",Barbados Tridents won by 14 runs,Barbados Tridents 125/9 (20/20 ov); Guyana Amazon Warriors 111/6 (20/20 ov),18/07/2015,Providence,28th Match,Guyana Amazon Warriors,Barbados Tridents,Barbados Tridents,14,,,Barbados Tridents,125,9,20,20,Guyana Amazon Warriors,111,6,20,20,,
"29th Match:Trinidad & Tobago Red Steel v Jamaica Tallawahs at Port of Spain- Jul 19, 2015",Trinidad & Tobago Red Steel won by 7 runs,Trinidad & Tobago Red Steel 145/3 (20/20 ov); Jamaica Tallawahs 138/9 (20/20 ov),19/07/2015,Port of Spain,29th Match,Trinidad & Tobago Red Steel,Jamaica Tallawahs,Trinidad & Tobago Red Steel,7,,,Trinidad & Tobago Red Steel,145,3,20,20,Jamaica Tallawahs,138,9,20,20,,
"30th Match:Guyana Amazon Warriors v Trinidad & Tobago Red Steel at Providence- Jul 21, 2015",Guyana Amazon Warriors won by 7 wickets (with 18 balls remaining),Trinidad & Tobago Red Steel 117/8 (20/20 ov); Guyana Amazon Warriors 118/3 (17/20 ov),21/07/2015,Providence,30th Match,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,,7,18,Trinidad & Tobago Red Steel,117,8,20,20,Guyana Amazon Warriors,118,3,17,20,,
"1st Semi-Final:Trinidad & Tobago Red Steel v Jamaica Tallawahs at Port of Spain- Jul 23, 2015",Trinidad & Tobago Red Steel won by 27 runs,Trinidad & Tobago Red Steel 152/6 (20/20 ov); Jamaica Tallawahs 125 (19.3/20 ov),23/07/2015,Port of Spain,1st Semi-Final,Trinidad & Tobago Red Steel,Jamaica Tallawahs,Trinidad & Tobago Red Steel,27,,,Trinidad & Tobago Red Steel,152,6,20,20,Jamaica Tallawahs,125,10,19.3,20,,
"2nd Semi-Final:Guyana Amazon Warriors v Trinidad & Tobago Red Steel at Port of Spain- Jul 25, 2015",Trinidad & Tobago Red Steel won by 6 wickets (with 9 balls remaining),Guyana Amazon Warriors 108/9 (20/20 ov); Trinidad & Tobago Red Steel 109/4 (18.3/20 ov),25/07/2015,Port of Spain,2nd Semi-Final,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,Trinidad & Tobago Red Steel,,6,9,Guyana Amazon Warriors,108,9,20,20,Trinidad & Tobago Red Steel,109,4,18.3,20,,
"Final:Barbados Tridents v Trinidad & Tobago Red Steel at Port of Spain- Jul 26, 2015",Trinidad & Tobago Red Steel won by 20 runs,Trinidad & Tobago Red Steel 178/5 (20/20 ov); Barbados Tridents 158/4 (20/20 ov),26/07/2015,Port of Spain,Final,Barbados Tridents,Trinidad & Tobago Red Steel,Trinidad & Tobago Red Steel,20,,,Trinidad & Tobago Red Steel,178,5,20,20,Barbados Tridents,158,4,20,20,,
"1st Match, Group B:Scotland v United Arab Emirates at Edinburgh- Jul 9, 2015",Scotland won by 9 wickets (with 60 balls remaining),United Arab Emirates 109 (18.1/20 ov); Scotland 110/1 (10/20 ov),09/07/2015,Edinburgh,"1st Match, Group B",Scotland,United Arab Emirates,Scotland,,9,60,United Arab Emirates,109,10,18.1,20,Scotland,110,1,10,20,,
"2nd Match, Group B:Afghanistan v Netherlands at Edinburgh- Jul 9, 2015",Afghanistan won by 32 runs,Afghanistan 162/7 (20/20 ov); Netherlands 130 (19.4/20 ov),09/07/2015,Edinburgh,"2nd Match, Group B",Afghanistan,Netherlands,Afghanistan,32,,,Afghanistan,162,7,20,20,Netherlands,130,10,19.4,20,,
"3rd Match, Group A:Ireland v Namibia at Belfast- Jul 10, 2015",Ireland won by 7 wickets (with 16 balls remaining),Namibia 124/8 (20/20 ov); Ireland 128/3 (17.2/20 ov),10/07/2015,Belfast,"3rd Match, Group A",Ireland,Namibia,Ireland,,7,16,Namibia,124,8,20,20,Ireland,128,3,17.2,20,,
"4th Match, Group B:Canada v Kenya at Edinburgh- Jul 10, 2015",Kenya won by 7 wickets (with 9 balls remaining),Canada 143/5 (20/20 ov); Kenya 146/3 (18.3/20 ov),10/07/2015,Edinburgh,"4th Match, Group B",Canada,Kenya,Kenya,,7,9,Canada,143,5,20,20,Kenya,146,3,18.3,20,,
"5th Match, Group A:Nepal v United States of America at Belfast- Jul 10, 2015",Nepal won by 6 wickets (with 2 balls remaining),United States of America 121 (20/20 ov); Nepal 122/4 (19.4/20 ov),10/07/2015,Belfast,"5th Match, Group A",Nepal,United States of America,Nepal,,6,2,United States of America,121,10,20,20,Nepal,122,4,19.4,20,,
"6th Match, Group B:Afghanistan v United Arab Emirates at Edinburgh- Jul 10, 2015",Afghanistan won by 8 wickets (with 16 balls remaining),United Arab Emirates 164/6 (20/20 ov); Afghanistan 168/2 (17.2/20 ov),10/07/2015,Edinburgh,"6th Match, Group B",Afghanistan,United Arab Emirates,Afghanistan,,8,16,United Arab Emirates,164,6,20,20,Afghanistan,168,2,17.2,20,,
"7th Match, Group A:Hong Kong v Jersey at Bready- Jul 11, 2015",Jersey won by 9 wickets (with 16 balls remaining),Hong Kong 153/6 (20/20 ov); Jersey 154/1 (17.2/20 ov),11/07/2015,Bready,"7th Match, Group A",Hong Kong,Jersey,Jersey,,9,16,Hong Kong,153,6,20,20,Jersey,154,1,17.2,20,,
"8th Match, Group B:Scotland v Netherlands at Edinburgh- Jul 11, 2015",Netherlands won by 32 runs,Netherlands 191/6 (20/20 ov); Scotland 159 (19.5/20 ov),11/07/2015,Edinburgh,"8th Match, Group B",Scotland,Netherlands,Netherlands,32,,,Netherlands,191,6,20,20,Scotland,159,10,19.5,20,,
"9th Match, Group B:Kenya v Oman at Edinburgh- Jul 11, 2015",Kenya won by 7 runs,Kenya 143/7 (20/20 ov); Oman 136/7 (20/20 ov),11/07/2015,Edinburgh,"9th Match, Group B",Kenya,Oman,Kenya,7,,,Kenya,143,7,20,20,Oman,136,7,20,20,,
"10th Match, Group A:Namibia v Nepal at Belfast- Jul 11, 2015",No result,Namibia 61/1 (7.4/17 ov),11/07/2015,Belfast,"10th Match, Group A",Namibia,Nepal,No result,,,,Namibia,61,1,7.4,17,,,,,,,
"11th Match, Group A:Ireland v United States of America at Belfast- Jul 12, 2015",Ireland won by 46 runs,Ireland 146/6 (20/20 ov); United States of America 100 (16.3/20 ov),12/07/2015,Belfast,"11th Match, Group A",Ireland,United States of America,Ireland,46,,,Ireland,146,6,20,20,United States of America,100,10,16.3,20,,
"12th Match, Group A:Jersey v Papua New Guinea at Bready- Jul 12, 2015",Papua New Guinea won by 24 runs,Papua New Guinea 145/9 (20/20 ov); Jersey 121 (19.4/20 ov),12/07/2015,Bready,"12th Match, Group A",Jersey,Papua New Guinea,Papua New Guinea,24,,,Papua New Guinea,145,9,20,20,Jersey,121,10,19.4,20,,
"13th Match, Group B:Netherlands v United Arab Emirates at Edinburgh- Jul 12, 2015",Netherlands won by 7 wickets (with 17 balls remaining),United Arab Emirates 119/7 (20/20 ov); Netherlands 125/3 (17.1/20 ov),12/07/2015,Edinburgh,"13th Match, Group B",Netherlands,United Arab Emirates,Netherlands,,7,17,United Arab Emirates,119,7,20,20,Netherlands,125,3,17.1,20,,
"14th Match, Group B:Canada v Oman at Stirling- Jul 12, 2015",Oman won by 7 wickets (with 10 balls remaining) (D/L method),"Canada 133/3 (13/13 ov); Oman 135/3 (11.2/13 ov, target: 135)",12/07/2015,Stirling,"14th Match, Group B",Canada,Oman,Oman,,7,10,Canada,133,3,13,13,Oman,135,3,11.2,13,1,135
"15th Match, Group B:Scotland v Afghanistan at Edinburgh- Jul 12, 2015",Afghanistan won by 37 runs,Afghanistan 210/5 (20/20 ov); Scotland 173 (19.2/20 ov),12/07/2015,Edinburgh,"15th Match, Group B",Scotland,Afghanistan,Afghanistan,37,,,Afghanistan,210,5,20,20,Scotland,173,10,19.2,20,,
"16th Match, Group A:Namibia v United States of America at Belfast- Jul 13, 2015",Namibia won by 7 wickets (with 43 balls remaining),United States of America 113/8 (20/20 ov); Namibia 116/3 (12.5/20 ov),13/07/2015,Belfast,"16th Match, Group A",Namibia,United States of America,Namibia,,7,43,United States of America,113,8,20,20,Namibia,116,3,12.5,20,,
"17th Match, Group A:Hong Kong v Papua New Guinea at Bready- Jul 13, 2015",Match abandoned without a ball bowled,,13/07/2015,Bready,"17th Match, Group A",Hong Kong,Papua New Guinea,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"18th Match, Group A:Ireland v Nepal at Belfast- Jul 13, 2015",Ireland won by 8 wickets (with 72 balls remaining),Nepal 53 (14.3/20 ov); Ireland 54/2 (8/20 ov),13/07/2015,Belfast,"18th Match, Group A",Ireland,Nepal,Ireland,,8,72,Nepal,53,10,14.3,20,Ireland,54,2,8,20,,
"19th Match, Group B:Afghanistan v Kenya at Stirling- Jul 13, 2015",Match abandoned without a ball bowled,,13/07/2015,Stirling,"19th Match, Group B",Afghanistan,Kenya,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"20th Match, Group B:Netherlands v Oman at Edinburgh- Jul 14, 2015",Oman won by 6 wickets (with 6 balls remaining),Netherlands 135 (19.4/20 ov); Oman 138/4 (19/20 ov),14/07/2015,Edinburgh,"20th Match, Group B",Netherlands,Oman,Oman,,6,6,Netherlands,135,10,19.4,20,Oman,138,4,19,20,,
"21st Match, Group B:Canada v United Arab Emirates at Stirling- Jul 14, 2015",United Arab Emirates won by 5 wickets (with 5 balls remaining),Canada 132/9 (20/20 ov); United Arab Emirates 136/5 (19.1/20 ov),14/07/2015,Stirling,"21st Match, Group B",Canada,United Arab Emirates,United Arab Emirates,,5,5,Canada,132,9,20,20,United Arab Emirates,136,5,19.1,20,,
"22nd Match, Group B:Scotland v Kenya at Edinburgh- Jul 14, 2015",Scotland won by 7 wickets (with 31 balls remaining),Kenya 141/5 (20/20 ov); Scotland 142/3 (14.5/20 ov),14/07/2015,Edinburgh,"22nd Match, Group B",Scotland,Kenya,Scotland,,7,31,Kenya,141,5,20,20,Scotland,142,3,14.5,20,,
"23rd Match, Group A:Ireland v Papua New Guinea at Belfast- Jul 15, 2015",Papua New Guinea won by 2 wickets (with 7 balls remaining),Ireland 123/9 (20/20 ov); Papua New Guinea 124/8 (18.5/20 ov),15/07/2015,Belfast,"23rd Match, Group A",Ireland,Papua New Guinea,Papua New Guinea,,2,7,Ireland,123,9,20,20,Papua New Guinea,124,8,18.5,20,,
"24th Match, Group A:Jersey v United States of America at Bready- Jul 15, 2015",United States of America won by 5 wickets (with 26 balls remaining),Jersey 87 (17.3/20 ov); United States of America 88/5 (15.4/20 ov),15/07/2015,Bready,"24th Match, Group A",Jersey,United States of America,United States of America,,5,26,Jersey,87,10,17.3,20,United States of America,88,5,15.4,20,,
"25th Match, Group B:Afghanistan v Oman at Edinburgh (Golden)- Jul 15, 2015",Oman won by 40 runs,Oman 144/7 (20/20 ov); Afghanistan 104 (17.5/20 ov),15/07/2015,Edinburgh (Golden),"25th Match, Group B",Afghanistan,Oman,Oman,40,,,Oman,144,7,20,20,Afghanistan,104,10,17.5,20,,
"26th Match, Group A:Hong Kong v Nepal at Belfast- Jul 15, 2015",Hong Kong won by 5 wickets (with 5 balls remaining),Nepal 109 (20/20 ov); Hong Kong 110/5 (19.1/20 ov),15/07/2015,Belfast,"26th Match, Group A",Hong Kong,Nepal,Hong Kong,,5,5,Nepal,109,10,20,20,Hong Kong,110,5,19.1,20,,
"27th Match, Group B:Kenya v United Arab Emirates at Edinburgh (Golden)- Jul 15, 2015",Kenya won by 42 runs,Kenya 147/5 (20/20 ov); United Arab Emirates 105 (17.2/20 ov),15/07/2015,Edinburgh (Golden),"27th Match, Group B",Kenya,United Arab Emirates,Kenya,42,,,Kenya,147,5,20,20,United Arab Emirates,105,10,17.2,20,,
"28th Match, Group B:Scotland v Canada at Edinburgh (Golden)- Jul 16, 2015",Scotland won by 8 wickets (with 32 balls remaining),Canada 135/8 (20/20 ov); Scotland 139/2 (14.4/20 ov),16/07/2015,Edinburgh (Golden),"28th Match, Group B",Scotland,Canada,Scotland,,8,32,Canada,135,8,20,20,Scotland,139,2,14.4,20,,
"29th Match, Group A:Nepal v Papua New Guinea at Dublin (Malahide)- Jul 17, 2015",Papua New Guinea won by 8 wickets (with 35 balls remaining),Nepal 93 (19.4/20 ov); Papua New Guinea 99/2 (14.1/20 ov),17/07/2015,Dublin (Malahide),"29th Match, Group A",Nepal,Papua New Guinea,Papua New Guinea,,8,35,Nepal,93,10,19.4,20,Papua New Guinea,99,2,14.1,20,,
"30th Match, Group A:Jersey v Namibia at Dublin- Jul 17, 2015",Namibia won by 9 wickets (with 21 balls remaining),Jersey 161/4 (20/20 ov); Namibia 164/1 (16.3/20 ov),17/07/2015,Dublin,"30th Match, Group A",Jersey,Namibia,Namibia,,9,21,Jersey,161,4,20,20,Namibia,164,1,16.3,20,,
"31st Match, Group B:Canada v Netherlands at Edinburgh (Golden)- Jul 17, 2015",Netherlands won by 6 wickets (with 15 balls remaining),Canada 172/8 (20/20 ov); Netherlands 174/4 (17.3/20 ov),17/07/2015,Edinburgh (Golden),"31st Match, Group B",Canada,Netherlands,Netherlands,,6,15,Canada,172,8,20,20,Netherlands,174,4,17.3,20,,
